store_id,product_id,product_name,category,current_stock,product_company,Expiry_Date,Product_Rate,Total_Rate,threshold_value,City
NYC-002,PROD-0051,Scarf,clothing,78,H&M,2028-06-30,904.06,70516.63,26,New York
NYC-002,PROD-0052,Sneakers,clothing,19,H&M,2028-06-30,470.01,8930.26,14,New York
NYC-002,PROD-0053,Television,electronics,52,Microsoft,2030-01-01,417.23,21696.14,11,New York
NYC-002,PROD-0054,Spices,grocery,87,Kroger,2025-12-25 20:06:59.847415,191.33,16645.58,36,New York
NYC-002,PROD-0055,Rice,grocery,113,Trader Joe's,2025-10-20 20:06:59.847635,399.05,45092.49,12,New York
NYC-002,PROD-0056,Smartwatch,electronics,179,Panasonic,2030-01-01,171.72,30737.04,32,New York
NYC-002,PROD-0057,Tea,beverages,187,Monster,2027-01-04 20:06:59.847960,951.47,177925.57,27,New York
NYC-002,PROD-0058,Laptop,electronics,75,Huawei,2030-01-01,266.54,19990.21,41,New York
NYC-002,PROD-0059,Jacket,clothing,89,Uniqlo,2028-06-30,221.22,19688.76,26,New York
NYC-002,PROD-0060,Soda,beverages,36,Pepsi,2026-05-09 20:06:59.848364,851.84,30666.09,21,New York
NYC-002,PROD-0061,Energy Drink,beverages,146,Dr Pepper,2026-10-24 20:06:59.848533,797.51,116437.01,14,New York
NYC-002,PROD-0062,Headphones,electronics,107,Huawei,2030-01-01,607.04,64953.33,34,New York
NYC-002,PROD-0063,Lemonade,beverages,101,Nestlé,2026-05-01 20:06:59.848703,410.34,41443.93,15,New York
NYC-002,PROD-0064,Portable Charger,electronics,170,Bose,2030-01-01,21.51,3655.95,23,New York
NYC-002,PROD-0065,Water,beverages,156,Coca-Cola,2025-10-26 20:06:59.848821,75.55,11786.4,43,New York
NYC-002,PROD-0066,Tablet,electronics,114,Dell,2030-01-01,613.85,69979.09,38,New York
NYC-002,PROD-0067,Noodles,grocery,197,Trader Joe's,2026-11-12 20:06:59.848948,136.26,26842.39,38,New York
NYC-002,PROD-0068,Dress,clothing,172,H&M,2028-06-30,367.16,63150.97,21,New York
NYC-002,PROD-0069,Armchair,furniture,105,Steelcase,2035-12-31,811.22,85178.4,36,New York
NYC-002,PROD-0070,Table,furniture,93,Crate & Barrel,2035-12-31,359.98,33478.19,25,New York
NYC-002,PROD-0071,Smartphone,electronics,75,Samsung,2030-01-01,554.86,41614.27,39,New York
NYC-002,PROD-0072,Pasta,grocery,110,Kroger,2027-01-07 20:06:59.849217,955.82,105140.58,40,New York
NYC-002,PROD-0073,Desk,furniture,54,Ashley,2035-12-31,10.8,583.44,35,New York
NYC-002,PROD-0074,Chair,furniture,171,La-Z-Boy,2035-12-31,628.44,107463.62,40,New York
NYC-002,PROD-0075,Cabinet,furniture,153,Restoration Hardware,2035-12-31,959.1,146742.27,22,New York
NYC-002,PROD-0076,Suit,clothing,162,Nike,2028-06-30,663.08,107419.22,36,New York
NYC-002,PROD-0077,Vegetables,grocery,189,Trader Joe's,2026-02-27 20:06:59.849502,98.31,18580.33,20,New York
NYC-002,PROD-0078,Nightstand,furniture,114,La-Z-Boy,2035-12-31,521.47,59447.54,47,New York
NYC-002,PROD-0079,Coffee,beverages,199,Red Bull,2026-11-14 20:06:59.849708,566.09,112650.92,34,New York
NYC-002,PROD-0080,Fruits,grocery,139,Aldi,2027-04-10 20:06:59.849845,273.11,37961.93,49,New York
NYC-002,PROD-0081,Bread,grocery,173,Kroger,2026-07-31 20:06:59.849925,508.76,88015.59,47,New York
NYC-002,PROD-0082,Sofa,furniture,179,Crate & Barrel,2035-12-31,816.18,146096.43,37,New York
NYC-002,PROD-0083,Sweater,clothing,123,Reebok,2028-06-30,22.85,2810.56,13,New York
NYC-002,PROD-0084,Camera,electronics,54,Bose,2030-01-01,404.61,21848.91,37,New York
NYC-002,PROD-0085,Cereal,grocery,86,Safeway,2025-07-27 20:06:59.850395,506.24,43536.62,17,New York
NYC-002,PROD-0086,Bookshelf,furniture,175,Restoration Hardware,2035-12-31,348.19,60934.09,41,New York
NYC-002,PROD-0087,Shorts,clothing,35,Adidas,2028-06-30,861.48,30151.82,21,New York
NYC-002,PROD-0088,Canned Beans,grocery,12,Safeway,2025-09-09 20:06:59.850579,429.77,5157.27,16,New York
NYC-002,PROD-0089,Juice,beverages,110,Gatorade,2025-09-23 20:06:59.850758,92.84,10212.4,14,New York
NYC-002,PROD-0090,Dining Table,furniture,38,Restoration Hardware,2035-12-31,818.16,31090.04,26,New York
NYC-002,PROD-0091,Hoodie,clothing,10,Adidas,2028-06-30,868.24,8682.36,15,New York
NYC-002,PROD-0092,Yogurt,grocery,159,Kroger,2026-11-26 20:06:59.851200,443.35,70492.9,21,New York
NYC-002,PROD-0093,T-Shirt,clothing,111,Uniqlo,2028-06-30,131.41,14586.76,12,New York
NYC-002,PROD-0094,Jeans,clothing,193,Gap,2028-06-30,112.21,21656.6,35,New York
NYC-002,PROD-0095,Coconut Water,beverages,97,Lipton,2025-06-08 20:06:59.851494,433.75,42073.59,49,New York
NYC-002,PROD-0096,Smart Speaker,electronics,192,Microsoft,2030-01-01,685.05,131528.79,49,New York
NYC-002,PROD-0097,Milk,beverages,165,Gatorade,2026-10-18 20:06:59.851689,653.71,107861.36,48,New York
NYC-002,PROD-0098,Game Console,electronics,62,Bose,2030-01-01,994.1,61634.5,43,New York
NYC-002,PROD-0099,Bed,furniture,154,Restoration Hardware,2035-12-31,488.14,75173.18,41,New York
NYC-002,PROD-0100,Iced Tea,beverages,184,Coca-Cola,2026-01-01 20:06:59.852957,182.0,33488.09,35,New York
NYC-003,PROD-0101,Camera,electronics,79,Panasonic,2030-01-01,193.48,15284.56,26,New York
NYC-003,PROD-0102,Smart Speaker,electronics,14,Sony,2030-01-01,670.39,9385.52,32,New York
NYC-003,PROD-0103,Cereal,grocery,113,Aldi,2025-11-03 20:06:59.853125,205.28,23196.45,26,New York
NYC-003,PROD-0104,Portable Charger,electronics,169,Huawei,2030-01-01,848.51,143398.23,22,New York
NYC-003,PROD-0105,Coffee,beverages,30,Monster,2026-08-25 20:06:59.853240,518.52,15555.57,21,New York
NYC-003,PROD-0106,Bookshelf,furniture,84,Restoration Hardware,2035-12-31,430.5,36161.87,13,New York
NYC-003,PROD-0107,Jeans,clothing,186,Puma,2028-06-30,960.78,178705.79,19,New York
NYC-003,PROD-0108,Television,electronics,199,Huawei,2030-01-01,370.78,73785.02,37,New York
NYC-003,PROD-0109,Tea,beverages,180,Gatorade,2026-09-05 20:06:59.853414,759.41,136694.15,16,New York
NYC-003,PROD-0110,Juice,beverages,196,Sprite,2026-01-08 20:06:59.853503,570.02,111723.72,16,New York
NYC-003,PROD-0111,Milk,beverages,55,Fanta,2026-10-02 20:06:59.853604,426.2,23440.94,46,New York
NYC-003,PROD-0112,Sneakers,clothing,71,Uniqlo,2028-06-30,608.03,43169.8,16,New York
NYC-003,PROD-0113,Dining Table,furniture,18,Restoration Hardware,2035-12-31,789.6,14212.75,42,New York
NYC-003,PROD-0114,Armchair,furniture,36,Ashley,2035-12-31,309.91,11156.73,44,New York
NYC-003,PROD-0115,Bed,furniture,175,West Elm,2035-12-31,929.93,162738.37,44,New York
NYC-003,PROD-0116,Coconut Water,beverages,177,Red Bull,2025-11-25 20:06:59.853779,473.15,83748.03,35,New York
NYC-003,PROD-0117,Energy Drink,beverages,72,Nestlé,2026-07-31 20:06:59.853923,284.13,20457.7,19,New York
NYC-003,PROD-0118,Dress,clothing,150,Uniqlo,2028-06-30,678.89,101832.78,42,New York
NYC-003,PROD-0119,Vegetables,grocery,164,Albertsons,2025-12-29 20:06:59.854049,888.72,145750.24,27,New York
NYC-003,PROD-0120,T-Shirt,clothing,10,Puma,2028-06-30,506.92,5069.17,23,New York
NYC-003,PROD-0121,Nightstand,furniture,145,Ashley,2035-12-31,901.98,130787.0,47,New York
NYC-003,PROD-0122,Sofa,furniture,184,Room & Board,2035-12-31,928.4,170825.26,38,New York
NYC-003,PROD-0123,Soda,beverages,197,Sprite,2025-09-27 20:06:59.854277,127.17,25053.11,33,New York
NYC-003,PROD-0124,Canned Beans,grocery,125,Kroger,2026-04-15 20:06:59.854377,141.92,17740.16,21,New York
NYC-003,PROD-0125,Lemonade,beverages,58,Gatorade,2025-12-30 20:06:59.854455,785.83,45577.85,27,New York
NYC-003,PROD-0126,Cabinet,furniture,182,Steelcase,2035-12-31,258.35,47019.23,16,New York
NYC-003,PROD-0127,Smartphone,electronics,62,Huawei,2030-01-01,136.65,8472.32,37,New York
NYC-003,PROD-0128,Yogurt,grocery,180,Albertsons,2026-11-13 20:06:59.854636,133.66,24059.11,24,New York
NYC-003,PROD-0129,Hoodie,clothing,116,Under Armour,2028-06-30,964.27,111855.45,49,New York
NYC-003,PROD-0130,Jacket,clothing,165,H&M,2028-06-30,632.06,104289.42,28,New York
NYC-003,PROD-0131,Headphones,electronics,42,LG,2030-01-01,76.34,3206.27,10,New York
NYC-003,PROD-0132,Pasta,grocery,63,Walmart,2025-07-01 20:06:59.854875,270.43,17037.36,13,New York
NYC-003,PROD-0133,Table,furniture,25,Ashley,2035-12-31,861.63,21540.75,12,New York
NYC-003,PROD-0134,Tablet,electronics,168,LG,2030-01-01,164.0,27551.88,16,New York
NYC-003,PROD-0135,Suit,clothing,24,Puma,2028-06-30,562.8,13507.25,40,New York
NYC-003,PROD-0136,Shorts,clothing,35,Under Armour,2028-06-30,690.28,24159.69,16,New York
NYC-003,PROD-0137,Desk,furniture,113,Ashley,2035-12-31,328.72,37144.9,33,New York
NYC-003,PROD-0138,Laptop,electronics,121,Samsung,2030-01-01,950.39,114997.0,46,New York
NYC-003,PROD-0139,Fruits,grocery,157,Publix,2025-09-26 20:06:59.855420,114.31,17947.39,34,New York
NYC-003,PROD-0140,Scarf,clothing,60,H&M,2028-06-30,434.01,26040.9,39,New York
NYC-003,PROD-0141,Smartwatch,electronics,96,Dell,2030-01-01,682.95,65563.4,21,New York
NYC-003,PROD-0142,Chair,furniture,98,Room & Board,2035-12-31,33.35,3268.24,34,New York
NYC-003,PROD-0143,Rice,grocery,124,Costco,2025-09-07 20:06:59.855972,913.1,113224.21,12,New York
NYC-003,PROD-0144,Noodles,grocery,72,Publix,2027-03-01 20:06:59.856218,254.83,18348.09,44,New York
NYC-003,PROD-0145,Iced Tea,beverages,168,Coca-Cola,2026-11-19 20:06:59.856489,219.73,36915.32,29,New York
NYC-003,PROD-0146,Spices,grocery,158,Trader Joe's,2027-03-18 20:06:59.856674,122.39,19337.96,43,New York
NYC-003,PROD-0147,Game Console,electronics,56,HP,2030-01-01,127.26,7126.44,24,New York
NYC-003,PROD-0148,Bread,grocery,82,Trader Joe's,2025-06-01 20:06:59.857195,447.34,36681.78,41,New York
NYC-003,PROD-0149,Sweater,clothing,42,H&M,2028-06-30,790.01,33180.33,45,New York
NYC-003,PROD-0150,Water,beverages,30,Pepsi,2026-11-18 20:06:59.858755,410.55,12316.38,31,New York
LA-001,PROD-0151,Game Console,electronics,112,HP,2030-01-01,690.22,77304.99,18,Los Angeles
LA-001,PROD-0152,Smartphone,electronics,28,Dell,2030-01-01,987.66,27654.35,39,Los Angeles
LA-001,PROD-0153,Portable Charger,electronics,155,HP,2030-01-01,406.95,63077.31,29,Los Angeles
LA-001,PROD-0154,Tablet,electronics,32,Bose,2030-01-01,19.03,609.02,26,Los Angeles
LA-001,PROD-0155,Yogurt,grocery,86,Publix,2026-07-04 20:06:59.858940,95.6,8221.54,47,Los Angeles
LA-001,PROD-0156,Juice,beverages,183,Coca-Cola,2025-07-17 20:06:59.859022,336.18,61520.1,36,Los Angeles
LA-001,PROD-0157,Camera,electronics,180,Bose,2030-01-01,442.92,79725.5,19,Los Angeles
LA-001,PROD-0158,Spices,grocery,67,Aldi,2026-01-13 20:06:59.859128,305.01,20435.55,38,Los Angeles
LA-001,PROD-0159,Bookshelf,furniture,194,Restoration Hardware,2035-12-31,474.99,92148.71,47,Los Angeles
LA-001,PROD-0160,Coconut Water,beverages,114,Nestlé,2026-10-03 20:06:59.859234,729.52,83165.58,18,Los Angeles
LA-001,PROD-0161,Energy Drink,beverages,24,Dr Pepper,2026-04-03 20:06:59.859320,659.15,15819.7,33,Los Angeles
LA-001,PROD-0162,Soda,beverages,45,Pepsi,2027-02-02 20:06:59.859404,979.91,44095.74,42,Los Angeles
LA-001,PROD-0163,Cabinet,furniture,180,Room & Board,2035-12-31,526.94,94849.64,15,Los Angeles
LA-001,PROD-0164,Hoodie,clothing,118,Adidas,2028-06-30,366.94,43299.05,25,Los Angeles
LA-001,PROD-0165,Shorts,clothing,124,Zara,2028-06-30,160.99,19962.59,27,Los Angeles
LA-001,PROD-0166,Television,electronics,43,Microsoft,2030-01-01,443.57,19073.32,11,Los Angeles
LA-001,PROD-0167,Tea,beverages,51,Gatorade,2027-04-01 20:06:59.859611,66.09,3370.56,44,Los Angeles
LA-001,PROD-0168,Headphones,electronics,126,HP,2030-01-01,245.92,30985.8,36,Los Angeles
LA-001,PROD-0169,Lemonade,beverages,142,Red Bull,2025-09-16 20:06:59.859721,799.27,113495.67,18,Los Angeles
LA-001,PROD-0170,Sofa,furniture,138,Crate & Barrel,2035-12-31,982.14,135535.89,33,Los Angeles
LA-001,PROD-0171,Nightstand,furniture,43,Room & Board,2035-12-31,212.92,9155.35,28,Los Angeles
LA-001,PROD-0172,Smartwatch,electronics,36,Huawei,2030-01-01,61.2,2203.07,41,Los Angeles
LA-001,PROD-0173,Vegetables,grocery,143,Kroger,2027-02-23 20:06:59.859961,313.25,44794.86,46,Los Angeles
LA-001,PROD-0174,Sneakers,clothing,114,Puma,2028-06-30,55.15,6287.43,38,Los Angeles
LA-001,PROD-0175,Cereal,grocery,105,Costco,2026-08-07 20:06:59.860220,782.47,82159.35,31,Los Angeles
LA-001,PROD-0176,Bed,furniture,53,IKEA,2035-12-31,409.97,21728.62,48,Los Angeles
LA-001,PROD-0177,Noodles,grocery,165,Walmart,2026-02-06 20:06:59.860385,936.98,154602.4,18,Los Angeles
LA-001,PROD-0178,Table,furniture,185,IKEA,2035-12-31,410.24,75894.72,10,Los Angeles
LA-001,PROD-0179,Water,beverages,143,Dr Pepper,2025-11-18 20:06:59.860555,519.2,74244.97,26,Los Angeles
LA-001,PROD-0180,Milk,beverages,148,Coca-Cola,2025-07-04 20:06:59.860772,547.32,81003.48,46,Los Angeles
LA-001,PROD-0181,Rice,grocery,32,Kroger,2026-04-21 20:06:59.860856,353.39,11308.42,46,Los Angeles
LA-001,PROD-0182,Scarf,clothing,16,Puma,2028-06-30,288.04,4608.68,43,Los Angeles
LA-001,PROD-0183,Coffee,beverages,78,Coca-Cola,2026-02-07 20:06:59.860980,231.07,18023.8,18,Los Angeles
LA-001,PROD-0184,Bread,grocery,87,Safeway,2025-11-06 20:06:59.861157,397.33,34567.87,15,Los Angeles
LA-001,PROD-0185,Canned Beans,grocery,95,Aldi,2026-03-23 20:06:59.861245,78.71,7477.86,36,Los Angeles
LA-001,PROD-0186,Smart Speaker,electronics,123,Samsung,2030-01-01,720.74,88650.93,22,Los Angeles
LA-001,PROD-0187,Desk,furniture,57,Room & Board,2035-12-31,315.69,17994.54,35,Los Angeles
LA-001,PROD-0188,Jeans,clothing,139,Under Armour,2028-06-30,451.85,62807.18,23,Los Angeles
LA-001,PROD-0189,Pasta,grocery,123,Costco,2025-06-06 20:06:59.861516,721.27,88715.86,45,Los Angeles
LA-001,PROD-0190,Fruits,grocery,69,Costco,2027-03-07 20:06:59.861599,31.92,2202.5,23,Los Angeles
LA-001,PROD-0191,Armchair,furniture,124,Ashley,2035-12-31,137.6,17061.88,49,Los Angeles
LA-001,PROD-0192,Chair,furniture,135,Restoration Hardware,2035-12-31,37.33,5039.29,13,Los Angeles
LA-001,PROD-0193,Suit,clothing,64,Under Armour,2028-06-30,203.1,12998.16,27,Los Angeles
LA-001,PROD-0194,Laptop,electronics,114,Huawei,2030-01-01,535.47,61043.93,10,Los Angeles
LA-001,PROD-0195,Dining Table,furniture,122,Steelcase,2035-12-31,415.74,50719.79,33,Los Angeles
LA-001,PROD-0196,Iced Tea,beverages,41,Red Bull,2025-06-16 20:06:59.862448,584.63,23969.84,19,Los Angeles
LA-001,PROD-0197,Dress,clothing,193,Adidas,2028-06-30,698.31,134774.72,15,Los Angeles
LA-001,PROD-0198,Jacket,clothing,18,Puma,2028-06-30,836.63,15059.26,20,Los Angeles
LA-001,PROD-0199,Sweater,clothing,116,Adidas,2028-06-30,384.48,44600.08,49,Los Angeles
LA-001,PROD-0200,T-Shirt,clothing,162,Puma,2028-06-30,393.55,63755.86,26,Los Angeles
LA-002,PROD-0201,Shorts,clothing,46,Puma,2028-06-30,295.43,13589.77,48,Los Angeles
LA-002,PROD-0202,Yogurt,grocery,27,Publix,2026-11-11 20:06:59.864594,182.76,4934.53,43,Los Angeles
LA-002,PROD-0203,Smartwatch,electronics,198,Microsoft,2030-01-01,935.06,185142.59,34,Los Angeles
LA-002,PROD-0204,Chair,furniture,145,La-Z-Boy,2035-12-31,613.23,88918.9,42,Los Angeles
LA-002,PROD-0205,Noodles,grocery,75,Aldi,2027-03-09 20:06:59.864740,721.7,54127.84,30,Los Angeles
LA-002,PROD-0206,Lemonade,beverages,148,Fanta,2026-02-22 20:06:59.864825,984.4,145691.42,27,Los Angeles
LA-002,PROD-0207,Cabinet,furniture,126,Pottery Barn,2035-12-31,31.62,3984.47,27,Los Angeles
LA-002,PROD-0208,Pasta,grocery,172,Aldi,2026-11-24 20:06:59.864930,386.06,66402.62,17,Los Angeles
LA-002,PROD-0209,Table,furniture,149,Crate & Barrel,2035-12-31,479.98,71516.75,44,Los Angeles
LA-002,PROD-0210,Coconut Water,beverages,174,Monster,2026-04-28 20:06:59.865035,921.78,160390.18,26,Los Angeles
LA-002,PROD-0211,Iced Tea,beverages,153,Sprite,2025-08-10 20:06:59.865117,671.04,102669.4,27,Los Angeles
LA-002,PROD-0212,Sweater,clothing,108,Uniqlo,2028-06-30,604.37,65272.25,24,Los Angeles
LA-002,PROD-0213,Coffee,beverages,97,Dr Pepper,2027-01-04 20:06:59.865226,717.3,69577.71,40,Los Angeles
LA-002,PROD-0214,Bed,furniture,185,Wayfair,2035-12-31,179.19,33150.45,10,Los Angeles
LA-002,PROD-0215,Portable Charger,electronics,70,Samsung,2030-01-01,218.88,15321.63,47,Los Angeles
LA-002,PROD-0216,Hoodie,clothing,177,Uniqlo,2028-06-30,767.7,135882.35,29,Los Angeles
LA-002,PROD-0217,Bookshelf,furniture,70,Steelcase,2035-12-31,478.93,33525.37,37,Los Angeles
LA-002,PROD-0218,Jeans,clothing,23,H&M,2028-06-30,272.94,6277.68,38,Los Angeles
LA-002,PROD-0219,Desk,furniture,89,Crate & Barrel,2035-12-31,922.77,82126.85,21,Los Angeles
LA-002,PROD-0220,Cereal,grocery,161,Safeway,2027-03-25 20:06:59.865474,88.48,14245.85,45,Los Angeles
LA-002,PROD-0221,T-Shirt,clothing,132,Reebok,2028-06-30,486.78,64255.27,18,Los Angeles
LA-002,PROD-0222,Game Console,electronics,165,Microsoft,2030-01-01,746.12,123109.42,32,Los Angeles
LA-002,PROD-0223,Nightstand,furniture,149,Pottery Barn,2035-12-31,711.02,105942.71,39,Los Angeles
LA-002,PROD-0224,Headphones,electronics,35,Samsung,2030-01-01,643.44,22520.49,17,Los Angeles
LA-002,PROD-0225,Sneakers,clothing,35,Puma,2028-06-30,336.64,11782.46,41,Los Angeles
LA-002,PROD-0226,Juice,beverages,163,Gatorade,2026-08-28 20:06:59.865789,788.63,128546.34,20,Los Angeles
LA-002,PROD-0227,Bread,grocery,160,Costco,2026-01-21 20:06:59.865897,834.01,133442.11,17,Los Angeles
LA-002,PROD-0228,Fruits,grocery,24,Aldi,2025-12-11 20:06:59.866007,418.39,10041.47,24,Los Angeles
LA-002,PROD-0229,Suit,clothing,65,Under Armour,2028-06-30,386.04,25092.52,11,Los Angeles
LA-002,PROD-0230,Television,electronics,168,Sony,2030-01-01,859.9,144462.76,24,Los Angeles
LA-002,PROD-0231,Milk,beverages,195,Red Bull,2025-11-13 20:06:59.866227,945.83,184435.91,12,Los Angeles
LA-002,PROD-0232,Scarf,clothing,174,Uniqlo,2028-06-30,845.87,147181.56,36,Los Angeles
LA-002,PROD-0233,Tablet,electronics,126,Sony,2030-01-01,490.33,61781.71,48,Los Angeles
LA-002,PROD-0234,Dining Table,furniture,52,Pottery Barn,2035-12-31,507.83,26407.11,39,Los Angeles
LA-002,PROD-0235,Rice,grocery,113,Aldi,2025-08-05 20:06:59.866640,110.25,12458.69,36,Los Angeles
LA-002,PROD-0236,Dress,clothing,79,Adidas,2028-06-30,550.18,43463.84,43,Los Angeles
LA-002,PROD-0237,Spices,grocery,88,Kroger,2025-11-03 20:06:59.866818,701.78,61756.87,16,Los Angeles
LA-002,PROD-0238,Canned Beans,grocery,182,Whole Foods,2026-05-14 20:06:59.866903,13.9,2530.01,41,Los Angeles
LA-002,PROD-0239,Soda,beverages,89,Pepsi,2027-03-15 20:06:59.866987,937.37,83425.54,38,Los Angeles
LA-002,PROD-0240,Sofa,furniture,113,Restoration Hardware,2035-12-31,747.42,84457.92,43,Los Angeles
LA-002,PROD-0241,Tea,beverages,88,Lipton,2025-09-30 20:06:59.867215,301.87,26564.48,49,Los Angeles
LA-002,PROD-0242,Water,beverages,56,Gatorade,2026-04-30 20:06:59.867360,591.39,33117.58,12,Los Angeles
LA-002,PROD-0243,Energy Drink,beverages,29,Red Bull,2026-09-19 20:06:59.867574,867.66,25162.04,36,Los Angeles
LA-002,PROD-0244,Armchair,furniture,75,West Elm,2035-12-31,334.72,25104.12,11,Los Angeles
LA-002,PROD-0245,Camera,electronics,102,LG,2030-01-01,169.44,17283.13,10,Los Angeles
LA-002,PROD-0246,Jacket,clothing,196,H&M,2028-06-30,763.35,149617.39,15,Los Angeles
LA-002,PROD-0247,Vegetables,grocery,189,Kroger,2025-08-10 20:06:59.868581,812.61,153582.62,40,Los Angeles
LA-002,PROD-0248,Laptop,electronics,96,Sony,2030-01-01,151.21,14516.39,40,Los Angeles
LA-002,PROD-0249,Smartphone,electronics,174,Apple,2030-01-01,361.78,62949.04,41,Los Angeles
LA-002,PROD-0250,Smart Speaker,electronics,199,Panasonic,2030-01-01,266.11,52955.57,30,Los Angeles
